slip,lateral_force
[9.459],[-626.13]
[9.372],[-600.15]
[9.288],[-565.02]
[9.214],[-551.76]
[9.139],[-564.47]
[9.071],[-602.5]
[8.992],[-630.8]
[8.924],[-611.06]
[8.845],[-573.14]
[8.772],[-558.57]
[8.696],[-570.87]
[8.629],[-606.61]
[8.549],[-627.96]
[8.474],[-612.5]
[8.392],[-587.64]
[8.312],[-581.57]
[8.226],[-577.19]
[8.139],[-592.16]
[8.055],[-615.49]
[7.976],[-627.48]
[7.891],[-611.]
[7.802],[-587.17]
[7.723],[-568.32]
[7.638],[-583.89]
[7.559],[-624.77]
[7.477],[-642.02]
[7.394],[-618.27]
[7.308],[-585.87]
[7.22],[-570.52]
[7.135],[-586.11]
[7.052],[-624.7]
[6.967],[-645.25]
[6.882],[-625.65]
[6.819],[-592.7]
[6.74],[-577.32]
[6.657],[-588.17]
[6.575],[-621.08]
[6.504],[-644.02]
[6.413],[-627.]
[6.34],[-598.17]
[6.258],[-588.51]
[6.169],[-588.84]
[6.097],[-606.6]
[6.018],[-627.11]
[5.944],[-630.4]
[5.863],[-610.55]
[5.786],[-588.3]
[5.695],[-569.41]
[5.613],[-587.87]
[5.53],[-627.09]
[5.442],[-640.44]
[5.359],[-610.97]
[5.277],[-577.18]
[5.195],[-563.97]
[5.118],[-587.7]
[5.043],[-624.97]
[4.961],[-634.37]
[4.888],[-599.27]
[4.808],[-566.82]
[4.72],[-557.83]
[4.643],[-573.88]
[4.565],[-605.68]
[4.492],[-615.49]
[4.407],[-590.96]
[4.33],[-559.79]
[4.257],[-552.79]
[4.175],[-561.65]
[4.083],[-582.1]
[4.004],[-593.97]
[3.924],[-583.34]
[3.843],[-566.13]
[3.76],[-550.19]
[3.681],[-535.98]
[3.593],[-551.03]
[3.522],[-580.72]
[3.435],[-584.48]
[3.355],[-555.06]
[3.274],[-522.49]
[3.193],[-506.96]
[3.111],[-525.87]
[3.026],[-554.34]
[2.948],[-556.37]
[2.865],[-525.18]
[2.789],[-496.08]
[2.71],[-486.88]
[2.633],[-496.96]
[2.545],[-508.57]
[2.465],[-509.46]
