slip,lateral_force
[0.064],[13.93]
[0.067],[15.61]
[0.066],[15.]
[0.066],[15.09]
[0.072],[16.04]
[0.063],[14.9]
[0.07],[16.31]
[0.061],[14.93]
[0.066],[12.78]
[0.064],[13.04]
[0.069],[14.67]
[0.06],[14.96]
[0.073],[14.29]
[0.06],[12.57]
[0.072],[13.98]
[0.064],[13.44]
[0.07],[14.99]
[0.069],[16.65]
[0.069],[15.74]
[0.069],[12.61]
[0.067],[12.56]
[0.064],[14.65]
[0.061],[17.11]
[0.07],[15.55]
[0.061],[14.59]
[0.069],[15.22]
[0.06],[15.79]
[0.066],[16.07]
[0.073],[15.11]
[0.066],[15.52]
[0.061],[14.72]
[0.063],[15.93]
[0.064],[14.51]
[0.064],[13.15]
[0.066],[14.44]
[0.067],[14.53]
[0.063],[15.64]
[0.064],[15.93]
[0.069],[13.42]
[0.061],[14.3]
[0.07],[13.68]
[0.069],[16.38]
[0.069],[15.83]
[0.063],[14.47]
[0.069],[14.09]
[-3.945],[427.1]
[-3.945],[456.26]
[-3.944],[487.32]
[-3.945],[483.8]
[-3.94],[449.03]
[-3.94],[426.07]
[-3.94],[424.76]
[-3.938],[448.99]
[-3.938],[486.66]
[-3.937],[488.69]
[-3.938],[455.84]
[-3.947],[426.78]
[-3.938],[422.09]
[-3.935],[442.08]
[-3.945],[479.78]
[-3.945],[491.9]
[-3.945],[459.75]
[-3.945],[427.27]
[-3.945],[421.88]
[-3.944],[435.04]
[-3.947],[470.79]
[-3.937],[489.7]
[-3.944],[468.77]
[-3.94],[434.11]
[-3.941],[422.82]
[-3.947],[430.]
[-3.937],[465.89]
[-3.953],[492.82]
[-3.938],[477.93]
[-3.944],[440.72]
[-3.943],[420.83]
[-3.937],[424.04]
[-3.937],[454.78]
[-3.934],[489.38]
[-3.935],[483.72]
[-3.945],[446.36]
[-3.937],[422.17]
[-3.938],[421.27]
[-3.945],[448.28]
[-3.945],[486.]
[-3.944],[487.49]
[-3.938],[453.98]
[-3.943],[425.43]
[-3.937],[421.01]
[-3.938],[439.88]
[-3.94],[478.37]
[-3.938],[491.93]
[-3.937],[464.54]
[-3.943],[432.12]
[-3.935],[420.98]
[-3.944],[434.21]
[-3.945],[470.78]
[-3.935],[491.96]
[-3.94],[469.42]
[-3.94],[435.57]
[-3.935],[422.2]
[-3.937],[428.56]
[-3.931],[463.22]
[-3.924],[488.99]
[-3.902],[475.24]
[-3.88],[441.49]
[-3.839],[418.72]
[-3.807],[419.48]
[-3.773],[448.53]
[-3.733],[480.59]
[-3.687],[474.23]
[-3.656],[437.25]
[-3.612],[411.67]
[-3.571],[410.19]
[-3.522],[428.73]
[-3.476],[457.58]
[-3.415],[458.17]
[-3.35],[426.93]
[-3.289],[398.27]
[-3.223],[387.94]
[-3.152],[397.45]
[-3.082],[423.36]
[-2.998],[429.99]
[-2.927],[404.57]
[-2.843],[375.07]
[-2.764],[361.79]
[-2.677],[360.95]
[-2.595],[377.37]
[-2.516],[390.22]
[-2.444],[376.8]
[-2.358],[347.82]
[-2.285],[326.19]
[-2.203],[318.58]
[-2.115],[330.86]
[-2.041],[348.68]
[-1.954],[341.56]
[-1.873],[311.71]
[-1.783],[285.95]
[-1.704],[274.47]
[-1.621],[283.31]
[-1.542],[300.59]
[-1.463],[292.43]
[-1.389],[261.1]
[-1.298],[238.95]
[-1.224],[229.9]
[-1.139],[230.41]
[-1.047],[238.26]
[-0.969],[228.6]
[-0.877],[205.94]
[-0.798],[189.57]
[-0.718],[179.63]
[-0.64],[167.51]
[-0.557],[159.08]
[-0.475],[152.11]
[-0.401],[142.46]
[-0.317],[123.47]
[-0.227],[107.15]
[-0.149],[88.91]
[-0.07],[72.39]
[0.019],[65.34]
[0.089],[53.42]
[0.168],[32.28]
[0.25],[9.96]
[0.322],[-7.63]
[0.408],[-16.43]
[0.487],[-31.68]
[0.582],[-54.84]
[0.648],[-70.62]
[0.738],[-83.62]
[0.819],[-90.98]
[0.902],[-111.37]
[0.984],[-133.28]
[1.064],[-146.81]
[1.142],[-156.06]
[1.219],[-163.9]
[1.305],[-168.83]
[1.39],[-186.64]
[1.478],[-211.02]
[1.555],[-225.56]
[1.649],[-226.68]
[1.729],[-222.41]
[1.801],[-228.28]
[1.88],[-247.92]
[1.962],[-272.15]
[2.042],[-282.6]
[2.124],[-280.97]
[2.21],[-278.22]
[2.288],[-279.71]
[2.38],[-286.45]
[2.456],[-309.77]
[2.538],[-331.83]
[2.617],[-334.87]
[2.696],[-319.28]
[2.769],[-307.1]
[2.849],[-314.6]
[2.932],[-350.04]
[3.019],[-379.16]
[3.099],[-372.37]
[3.184],[-348.65]
[3.255],[-336.29]
[3.337],[-344.12]
[3.418],[-380.27]
[3.495],[-409.35]
[3.576],[-402.18]
[3.657],[-376.31]
[3.738],[-362.28]
[3.834],[-367.77]
[3.907],[-402.33]
[4.004],[-434.52]
[4.078],[-426.4]
[4.165],[-402.1]
[4.238],[-389.3]
[4.32],[-390.93]
[4.396],[-411.18]
[4.476],[-443.28]
[4.565],[-456.57]
[4.647],[-439.47]
[4.733],[-411.86]
[4.814],[-394.47]
[4.891],[-416.15]
[4.97],[-464.09]
[5.056],[-482.]
[5.128],[-453.15]
[5.208],[-418.94]
[5.29],[-404.42]
[5.377],[-424.63]
[5.469],[-475.5]
[5.543],[-491.4]
[5.632],[-465.42]
[5.714],[-431.27]
[5.789],[-416.46]
[5.869],[-429.54]
[5.954],[-472.67]
[6.031],[-500.56]
[6.116],[-480.7]
[6.2],[-445.89]
[6.278],[-430.79]
[6.369],[-438.7]
[6.451],[-473.7]
[6.534],[-501.83]
[6.613],[-493.5]
[6.685],[-467.85]
[6.764],[-446.96]
[6.85],[-437.63]
[6.929],[-461.94]
[7.015],[-507.2]
[7.099],[-514.48]
[7.176],[-483.6]
[7.265],[-452.]
[7.341],[-440.22]
[7.422],[-459.72]
[7.508],[-505.18]
[7.585],[-520.83]
[7.661],[-495.09]
[7.755],[-460.37]
[7.827],[-444.04]
[7.924],[-456.63]
[8.006],[-502.18]
[8.093],[-528.97]
[8.169],[-504.63]
[8.249],[-465.92]
[8.326],[-451.08]
[8.405],[-460.69]
[8.496],[-495.49]
[8.569],[-520.14]
[8.648],[-509.2]
[8.734],[-483.7]
[8.815],[-465.53]
[8.898],[-458.87]
[8.98],[-479.89]
[9.05],[-515.43]
[9.133],[-522.88]
[9.211],[-496.24]
[9.296],[-469.18]
[9.375],[-456.34]
[9.467],[-468.79]
[9.56],[-512.67]
[9.642],[-531.57]
[9.734],[-510.34]
[9.816],[-474.49]
[9.899],[-456.95]
[9.987],[-462.32]
[10.065],[-502.26]
[10.144],[-530.65]
[10.234],[-513.37]
