slip,lateral_force
[-0.441],[199.5]
[-0.528],[225.08]
[-0.61],[245.83]
[-0.699],[275.07]
[-0.779],[308.52]
[-0.865],[348.72]
[-0.95],[378.55]
[-1.035],[398.55]
[-1.105],[424.55]
[-1.193],[448.51]
[-1.276],[472.4]
[-1.352],[499.82]
[-1.428],[526.43]
[-1.519],[548.43]
[-1.592],[564.08]
[-1.684],[573.04]
[-1.753],[593.72]
[-1.843],[621.06]
[-1.916],[648.07]
[-1.995],[660.79]
[-2.074],[671.52]
[-2.149],[682.78]
[-2.234],[692.11]
[-2.323],[715.]
[-2.406],[746.73]
[-2.491],[759.75]
[-2.571],[760.66]
[-2.655],[760.2]
[-2.739],[772.59]
[-2.817],[804.52]
[-2.897],[833.42]
[-2.984],[840.69]
[-3.067],[834.]
[-3.152],[836.82]
[-3.236],[848.71]
[-3.318],[874.47]
[-3.406],[900.45]
[-3.484],[909.46]
[-3.554],[900.92]
[-3.625],[897.95]
[-3.695],[906.17]
[-3.764],[930.05]
[-3.852],[955.99]
[-3.937],[963.47]
[-4.023],[952.06]
[-4.108],[944.17]
[-4.2],[947.62]
[-4.277],[966.03]
[-4.362],[995.6]
[-4.434],[1007.42]
[-4.505],[991.47]
[-4.578],[975.96]
[-4.654],[972.56]
[-4.725],[989.5]
[-4.808],[1025.59]
[-4.887],[1039.99]
[-4.976],[1018.58]
[-5.055],[997.48]
[-5.131],[997.28]
[-5.219],[1016.52]
[-5.296],[1050.58]
[-5.375],[1064.52]
[-5.454],[1042.81]
[-5.536],[1021.51]
[-5.621],[1021.44]
[-5.701],[1035.85]
[-5.789],[1066.37]
[-5.863],[1082.61]
[-5.944],[1067.38]
[-6.024],[1043.78]
[-6.107],[1041.71]
[-6.176],[1049.74]
[-6.259],[1080.42]
[-6.341],[1102.25]
[-6.42],[1091.7]
[-6.508],[1065.95]
[-6.591],[1055.37]
[-6.67],[1060.64]
[-6.761],[1088.64]
[-6.84],[1113.33]
[-6.92],[1105.19]
[-7.004],[1076.26]
[-7.09],[1064.51]
[-7.164],[1065.61]
[-7.249],[1090.]
[-7.327],[1121.47]
[-7.406],[1117.96]
[-7.477],[1083.99]
[-7.559],[1065.65]
[-7.639],[1071.24]
[-7.721],[1086.7]
[-7.803],[1113.63]
[-7.885],[1120.83]
[-7.976],[1095.84]
[-8.053],[1074.93]
[-8.142],[1073.85]
[-8.22],[1081.16]
[-8.306],[1108.92]
[-8.385],[1126.56]
[-8.465],[1104.99]
[-8.543],[1077.14]
[-8.62],[1074.15]
[-8.698],[1080.67]
[-8.786],[1104.86]
[-8.863],[1127.27]
[-8.945],[1118.42]
[-9.033],[1087.47]
[-9.109],[1071.92]
[-9.192],[1074.78]
[-9.268],[1098.49]
[-9.351],[1126.77]
[-9.437],[1124.3]
[-9.519],[1092.41]
[-9.6],[1073.97]
[-9.68],[1076.61]
[-9.772],[1090.76]
[-9.853],[1110.44]
[-9.939],[1115.36]
[-10.012],[1095.2]
[-10.091],[1074.49]
[-10.173],[1073.08]
[-10.252],[1079.84]
[-10.329],[1101.19]
[-10.413],[1119.9]
[-10.503],[1100.45]
[-10.589],[1072.95]
[-10.671],[1069.27]
[-10.752],[1071.47]
[-10.826],[1088.93]
[-10.911],[1106.39]
[-10.981],[1101.3]
[-11.056],[1076.42]
[-11.135],[1063.58]
[-11.221],[1061.47]
[-11.304],[1081.24]
[-11.389],[1109.76]
[-11.466],[1110.6]
[-11.547],[1080.8]
[-11.627],[1058.57]
[-11.705],[1058.39]
[-11.775],[1069.37]
[-11.855],[1085.52]
[-11.937],[1096.37]
[-12.02],[1083.62]
[-12.104],[1060.52]
[-12.19],[1055.44]
[-12.281],[1055.44]
[-12.348],[1071.72]
[-12.433],[1091.62]
[-12.509],[1084.77]
[-12.579],[1062.34]
[-12.662],[1051.87]
[-12.735],[1049.16]
[-12.784],[1063.63]
[-12.82],[1085.68]
[-12.833],[1091.98]
[-12.826],[1072.54]
[-12.791],[1045.06]
[-12.735],[1040.27]
[-12.668],[1056.54]
[-12.604],[1080.99]
[-12.534],[1091.68]
[-12.481],[1072.1]
[-12.409],[1049.58]
[-12.329],[1048.7]
[-12.246],[1050.73]
[-12.167],[1063.7]
[-12.078],[1082.88]
[-11.987],[1080.82]
[-11.896],[1061.65]
[-11.813],[1049.21]
[-11.727],[1043.01]
[-11.632],[1055.19]
[-11.541],[1080.41]
[-11.45],[1085.98]
[-11.352],[1071.11]
[-11.257],[1051.48]
[-11.161],[1049.57]
[-11.082],[1060.06]
[-10.997],[1077.56]
[-10.914],[1089.64]
[-10.832],[1074.04]
[-10.752],[1050.94]
[-10.658],[1048.69]
[-10.572],[1052.11]
[-10.493],[1071.95]
[-10.404],[1091.18]
[-10.315],[1083.41]
[-10.239],[1062.74]
[-10.155],[1053.61]
[-10.079],[1052.77]
[-10.005],[1069.36]
[-9.932],[1091.99]
[-9.851],[1095.51]
[-9.765],[1073.29]
[-9.693],[1055.26]
[-9.617],[1052.65]
[-9.531],[1066.91]
[-9.451],[1089.18]
[-9.382],[1098.03]
[-9.299],[1078.33]
[-9.227],[1055.93]
[-9.147],[1057.17]
[-9.066],[1066.29]
[-8.986],[1083.02]
[-8.898],[1097.49]
[-8.818],[1085.51]
[-8.74],[1064.23]
[-8.66],[1059.96]
[-8.585],[1057.81]
[-8.506],[1075.3]
[-8.435],[1097.55]
[-8.359],[1093.91]
[-8.286],[1069.02]
[-8.211],[1054.87]
[-8.129],[1050.86]
[-8.049],[1065.7]
[-7.967],[1093.98]
[-7.885],[1103.12]
[-7.805],[1080.78]
[-7.724],[1055.37]
[-7.647],[1048.41]
[-7.575],[1065.69]
[-7.489],[1087.91]
[-7.408],[1092.95]
[-7.321],[1072.23]
[-7.248],[1050.49]
[-7.166],[1050.44]
[-7.088],[1058.68]
[-7.012],[1074.38]
[-6.928],[1085.67]
[-6.853],[1074.2]
[-6.77],[1053.05]
[-6.682],[1044.1]
[-6.596],[1041.32]
[-6.517],[1054.29]
[-6.429],[1075.29]
[-6.343],[1075.88]
[-6.265],[1052.55]
[-6.195],[1032.2]
[-6.115],[1025.22]
[-6.027],[1039.45]
[-5.961],[1064.92]
[-5.879],[1069.29]
[-5.787],[1038.23]
[-5.714],[1007.79]
[-5.629],[1005.04]
[-5.54],[1023.53]
[-5.46],[1046.4]
[-5.379],[1044.89]
[-5.306],[1018.11]
[-5.223],[994.5]
[-5.131],[992.3]
[-5.055],[998.34]
[-4.97],[1011.91]
[-4.897],[1016.01]
[-4.804],[1003.69]
[-4.722],[979.77]
[-4.649],[965.01]
[-4.57],[960.94]
[-4.498],[972.09]
[-4.428],[986.24]
[-4.358],[982.9]
[-4.261],[958.69]
[-4.182],[932.89]
[-4.083],[922.6]
[-3.994],[933.8]
[-3.905],[955.24]
[-3.817],[953.73]
[-3.733],[923.32]
[-3.652],[898.11]
[-3.584],[890.36]
[-3.514],[897.71]
[-3.447],[908.67]
[-3.362],[902.63]
[-3.291],[879.47]
[-3.197],[857.46]
[-3.114],[846.51]
[-3.029],[837.76]
[-2.946],[837.91]
[-2.875],[840.07]
[-2.788],[829.48]
[-2.715],[809.29]
[-2.627],[786.8]
[-2.542],[768.28]
[-2.46],[763.15]
[-2.377],[769.28]
[-2.292],[764.93]
[-2.219],[737.51]
[-2.136],[709.61]
[-2.061],[688.18]
[-1.988],[685.24]
[-1.911],[690.05]
[-1.842],[679.09]
[-1.753],[648.9]
[-1.668],[622.]
[-1.589],[606.22]
[-1.504],[597.59]
[-1.419],[586.99]
[-1.346],[569.22]
[-1.273],[548.68]
[-1.199],[528.63]
[-1.123],[504.9]
[-1.036],[483.44]
[-0.963],[468.6]
[-0.88],[455.93]
[-0.8],[439.19]
[-0.718],[418.39]
[-0.64],[389.22]
[-0.564],[359.41]
[-0.472],[339.39]
[-0.406],[327.47]
[-0.319],[312.04]
[-0.237],[286.82]
[-0.151],[247.75]
[-0.073],[212.16]
[0.013],[191.79]
[0.094],[171.47]
[0.177],[140.86]
[0.26],[104.91]
[0.336],[72.62]
[0.409],[48.24]
[0.485],[20.41]
[0.567],[-12.52]
[0.646],[-46.41]
[0.729],[-72.68]
[0.81],[-96.37]
[0.886],[-122.25]
[0.972],[-148.73]
[1.058],[-181.55]
[1.137],[-217.52]
[1.216],[-237.47]
[1.295],[-254.78]
[1.384],[-280.99]
[1.463],[-304.89]
[1.55],[-334.96]
[1.633],[-363.81]
[1.723],[-379.95]
[1.802],[-397.8]
[1.878],[-415.8]
[1.95],[-433.07]
[2.038],[-457.98]
[2.117],[-482.69]
[2.194],[-502.32]
[2.278],[-512.55]
[2.356],[-519.6]
[2.441],[-531.02]
[2.516],[-553.3]
[2.603],[-588.31]
[2.681],[-606.39]
[2.763],[-605.95]
[2.837],[-601.39]
[2.922],[-608.66]
[3.005],[-643.68]
[3.086],[-675.61]
[3.168],[-688.44]
[3.255],[-684.04]
[3.331],[-672.96]
[0.066],[85.06]
[0.069],[87.16]
[0.057],[88.38]
[0.066],[88.06]
[0.064],[86.56]
[0.067],[85.35]
[0.069],[85.22]
[0.061],[85.31]
[0.061],[87.14]
[0.066],[87.34]
[0.06],[87.23]
[0.066],[85.16]
[0.061],[84.49]
[0.061],[86.79]
[0.06],[89.3]
[0.058],[88.11]
[0.061],[86.92]
[0.063],[87.24]
[0.058],[85.04]
[0.069],[85.69]
[0.066],[88.26]
[0.069],[88.66]
[0.06],[89.14]
[0.06],[86.98]
[0.064],[84.4]
[0.069],[85.03]
[0.067],[88.24]
[0.067],[89.86]
[0.066],[89.65]
[0.07],[82.63]
[0.061],[81.94]
[0.069],[85.7]
[0.069],[88.23]
[0.058],[86.75]
[0.06],[85.21]
[0.064],[84.6]
[0.066],[85.03]
[0.061],[84.85]
[0.06],[85.85]
[0.06],[88.15]
[0.063],[88.02]
[0.061],[86.55]
[0.067],[85.99]
[0.061],[85.]
[0.066],[86.59]
