slip,lateral_force
[-3.875],[603.23]
[-3.846],[570.]
[-3.808],[537.08]
[-3.769],[533.58]
[-3.728],[553.03]
[-3.691],[587.23]
[-3.663],[596.54]
[-3.617],[567.92]
[-3.581],[533.69]
[-3.542],[522.51]
[-3.494],[530.78]
[-3.431],[560.99]
[-3.375],[580.6]
[-3.311],[563.89]
[-3.253],[526.63]
[-3.181],[503.96]
[-3.111],[504.12]
[-3.032],[530.38]
[-2.948],[551.66]
[-2.877],[541.1]
[-2.795],[505.94]
[-2.729],[479.07]
[-2.627],[470.68]
[-2.548],[488.69]
[-2.468],[512.68]
[-2.387],[508.56]
[-2.302],[474.04]
[-2.222],[441.3]
[-2.143],[429.63]
[-2.064],[439.95]
[-1.975],[458.08]
[-1.892],[454.37]
[-1.804],[425.23]
[-1.722],[397.44]
[-1.645],[381.67]
[-1.564],[381.55]
[-1.476],[389.99]
[-1.399],[388.66]
[-1.319],[366.19]
[-1.234],[339.23]
[-1.143],[320.09]
[-1.061],[308.69]
[-0.972],[306.07]
[-0.89],[305.57]
[-0.805],[292.64]
[-0.716],[270.03]
[-0.639],[243.05]
[-0.563],[220.19]
[-0.484],[211.6]
[-0.399],[213.28]
[-0.323],[204.]
[-0.24],[177.88]
[-0.152],[144.86]
[-0.075],[122.77]
[0.009],[111.65]
[0.086],[96.9]
[0.164],[75.55]
[0.237],[48.62]
[0.319],[26.81]
[0.393],[9.8]
[0.472],[-12.36]
[0.56],[-35.51]
[0.642],[-58.74]
[0.727],[-77.6]
[0.801],[-92.77]
[0.883],[-109.96]
[0.966],[-133.2]
[1.047],[-162.51]
[1.117],[-186.36]
[1.196],[-191.65]
[1.279],[-194.48]
[1.367],[-208.21]
[1.443],[-236.14]
[1.533],[-261.89]
[1.617],[-275.32]
[1.699],[-276.5]
[1.772],[-276.44]
[1.857],[-279.95]
[1.931],[-296.37]
[2.013],[-326.7]
[2.09],[-348.92]
[2.168],[-347.96]
[2.256],[-330.52]
[2.337],[-322.04]
[2.424],[-340.27]
[2.504],[-383.52]
[2.584],[-415.14]
[2.658],[-400.75]
[2.745],[-368.17]
[2.821],[-357.46]
[2.908],[-381.63]
[2.981],[-430.14]
[3.073],[-459.05]
[3.147],[-439.56]
[3.234],[-398.96]
[3.323],[-387.56]
[3.39],[-412.27]
[3.472],[-467.05]
[3.551],[-497.34]
[3.636],[-466.58]
[3.72],[-423.8]
[3.817],[-415.8]
[3.893],[-437.18]
[3.979],[-485.19]
[4.064],[-515.8]
[4.141],[-496.84]
[4.225],[-457.66]
[4.301],[-436.91]
[4.375],[-440.15]
[4.466],[-495.7]
[4.543],[-545.43]
[4.628],[-528.01]
[4.713],[-472.12]
[4.798],[-440.27]
[4.875],[-452.45]
[4.948],[-505.95]
[5.036],[-562.18]
[5.112],[-545.44]
[5.195],[-490.33]
[5.276],[-453.47]
[5.359],[-457.98]
[5.441],[-513.14]
[5.529],[-567.41]
[5.616],[-557.78]
[5.686],[-502.09]
[5.77],[-460.36]
[5.855],[-462.75]
[5.926],[-510.94]
[6.01],[-566.1]
[6.094],[-564.29]
[6.17],[-513.47]
[6.261],[-474.96]
[6.341],[-469.56]
[6.428],[-505.41]
[6.509],[-562.52]
[6.585],[-573.96]
[6.663],[-535.4]
[6.74],[-488.04]
[6.828],[-467.59]
[6.901],[-491.72]
[6.996],[-555.97]
[7.074],[-587.]
[7.154],[-548.19]
[7.243],[-492.92]
[7.322],[-469.]
[7.401],[-485.46]
[7.487],[-550.66]
[7.569],[-590.76]
[7.65],[-561.21]
[7.73],[-503.05]
[7.816],[-472.61]
[7.903],[-480.05]
[7.989],[-542.51]
[8.071],[-592.63]
[8.155],[-567.27]
[8.239],[-505.79]
[8.315],[-475.32]
[8.389],[-483.12]
[8.479],[-530.69]
[8.555],[-576.61]
[8.636],[-567.4]
[8.726],[-520.66]
[8.806],[-483.69]
[8.886],[-480.06]
[8.949],[-506.07]
[9.037],[-557.97]
[9.114],[-571.27]
[9.19],[-529.36]
[9.275],[-485.23]
[9.363],[-468.41]
[9.446],[-483.81]
[9.534],[-542.99]
[9.629],[-573.33]
[9.72],[-540.35]
[9.797],[-483.43]
[9.879],[-460.8]
[9.968],[-474.69]
[10.043],[-532.64]
[10.127],[-569.5]
[10.206],[-543.38]
[10.294],[-485.43]
[10.374],[-460.2]
[10.452],[-472.75]
[10.537],[-514.21]
[10.605],[-550.71]
[10.687],[-541.08]
[10.762],[-498.29]
[10.841],[-467.04]
[10.914],[-465.16]
[11.002],[-488.05]
[11.085],[-533.58]
[11.174],[-547.64]
[11.256],[-516.75]
[11.339],[-472.9]
[11.424],[-453.75]
[11.499],[-464.67]
[11.585],[-520.56]
[11.661],[-552.81]
[11.737],[-526.52]
[11.832],[-477.02]
[11.906],[-449.59]
[11.994],[-455.27]
[12.072],[-506.82]
[12.158],[-548.61]
[12.232],[-532.53]
[12.31],[-483.03]
[12.389],[-450.27]
[12.466],[-451.76]
[12.547],[-484.84]
[12.618],[-530.11]
[12.677],[-530.54]
[12.703],[-478.32]
[12.708],[-445.54]
[12.699],[-463.87]
[12.683],[-504.08]
[12.645],[-526.95]
[12.582],[-509.75]
[12.51],[-478.79]
[12.442],[-473.01]
[12.376],[-476.57]
[12.301],[-459.54]
[12.237],[-473.94]
[12.152],[-524.72]
[12.072],[-538.13]
[11.993],[-496.68]
[11.906],[-451.89]
[11.814],[-439.04]
[11.728],[-472.46]
[11.635],[-528.79]
[11.553],[-546.48]
[11.456],[-515.71]
[11.357],[-466.31]
[11.262],[-439.07]
[11.165],[-455.8]
[11.088],[-528.4]
[11.],[-571.42]
[10.915],[-529.72]
[10.829],[-460.85]
[10.752],[-441.66]
[10.679],[-473.28]
[10.592],[-528.33]
[10.524],[-553.43]
[10.439],[-525.86]
[10.364],[-492.14]
[10.277],[-476.67]
[10.199],[-470.13]
[10.12],[-491.63]
[10.038],[-542.11]
[9.967],[-561.17]
[9.886],[-524.17]
[9.799],[-473.57]
[9.714],[-452.65]
[9.625],[-480.59]
[9.532],[-546.89]
[9.448],[-574.34]
[9.364],[-532.93]
[9.284],[-482.42]
[9.205],[-462.79]
[9.129],[-477.2]
[9.063],[-541.06]
[8.986],[-583.09]
[8.913],[-549.47]
[8.847],[-492.25]
[8.768],[-468.72]
[8.693],[-486.66]
[8.62],[-539.52]
[8.549],[-572.54]
[8.473],[-552.69]
[8.394],[-508.47]
[8.309],[-486.53]
[8.226],[-487.91]
[8.142],[-516.27]
[8.056],[-565.96]
[7.977],[-577.6]
[7.888],[-538.71]
[7.799],[-494.91]
[7.72],[-479.4]
[7.648],[-505.55]
[7.566],[-569.86]
[7.484],[-592.32]
[7.395],[-550.43]
[7.308],[-499.1]
[7.221],[-482.89]
[7.132],[-504.76]
[7.055],[-565.56]
[6.97],[-600.4]
[6.891],[-565.92]
[6.815],[-511.59]
[6.733],[-489.26]
[6.661],[-504.3]
[6.587],[-557.5]
[6.509],[-593.55]
[6.423],[-571.49]
[6.337],[-524.5]
[6.255],[-500.32]
[6.176],[-500.15]
[6.091],[-533.95]
[6.015],[-580.11]
[5.936],[-584.98]
[5.866],[-543.09]
[5.78],[-499.12]
[5.701],[-482.51]
[5.609],[-513.35]
[5.526],[-575.76]
[5.441],[-590.25]
[5.352],[-543.4]
[5.27],[-490.56]
[5.191],[-475.63]
[5.111],[-501.46]
[5.036],[-562.36]
[4.953],[-581.08]
[4.881],[-538.52]
[4.796],[-483.58]
[4.719],[-471.21]
[4.638],[-489.03]
[4.568],[-539.54]
[4.488],[-563.21]
[4.409],[-527.36]
[4.334],[-481.28]
[4.244],[-465.71]
[4.165],[-472.49]
[4.086],[-506.62]
[4.001],[-538.65]
[3.919],[-522.93]
[3.839],[-481.84]
[3.748],[-454.06]
[3.675],[-447.12]
[3.6],[-475.9]
[3.516],[-520.24]
[3.437],[-516.36]
[3.356],[-470.03]
[3.27],[-434.]
[3.191],[-423.]
[3.109],[-446.94]
[3.035],[-487.]
[2.95],[-490.97]
[2.872],[-454.7]
[2.794],[-412.59]
[2.729],[-398.21]
[2.64],[-414.48]
[2.555],[-444.38]
[2.478],[-450.89]
[2.39],[-420.35]
[2.311],[-382.72]
[2.223],[-369.02]
[2.155],[-369.41]
[2.068],[-381.22]
[1.995],[-391.52]
[1.914],[-378.79]
[1.84],[-351.43]
[1.761],[-323.35]
[1.677],[-305.07]
[1.596],[-311.1]
[1.512],[-324.4]
[1.431],[-317.98]
[1.345],[-290.99]
[1.267],[-258.88]
[1.188],[-241.26]
[1.104],[-238.98]
[1.029],[-239.98]
[0.936],[-227.47]
[0.849],[-209.7]
[0.772],[-188.06]
[0.691],[-160.1]
[0.613],[-145.53]
[0.529],[-136.51]
[0.45],[-120.63]
[0.37],[-98.8]
[0.289],[-78.76]
[0.219],[-62.02]
[0.136],[-42.28]
[0.047],[-16.38]
[-0.034],[12.67]
[-0.115],[31.13]
[-0.203],[42.07]
[-0.276],[63.51]
[-0.361],[96.28]
[-0.431],[124.3]
[-0.522],[142.21]
[-0.601],[160.68]
[-0.69],[182.73]
[-0.77],[201.47]
[-0.851],[218.23]
[-0.94],[247.38]
[-1.022],[274.55]
[-1.098],[293.58]
[-1.178],[302.58]
[-1.26],[310.67]
[-1.33],[324.]
[-1.414],[347.5]
[-1.494],[376.68]
[-1.582],[393.32]
[-1.662],[394.26]
[-1.747],[391.7]
[-1.827],[396.93]
[-1.908],[420.84]
[-1.982],[455.21]
[-2.058],[474.44]
[-2.143],[465.22]
[-2.22],[447.47]
[-2.304],[448.79]
[-2.386],[480.35]
[-2.475],[518.34]
[-2.557],[527.93]
[-2.637],[505.37]
[-2.72],[489.97]
[-2.802],[498.39]
[-2.878],[524.86]
[-2.969],[554.6]
[-3.052],[567.07]
[-3.128],[554.48]
[-3.229],[531.7]
[-3.307],[526.67]
[-3.391],[547.47]
[-3.47],[585.82]
[-3.53],[602.49]
[-3.612],[581.6]
[-3.675],[554.59]
[-3.752],[549.43]
[-3.833],[566.05]
[-3.913],[601.84]
[-3.998],[624.27]
[-4.095],[607.53]
[-4.178],[573.12]
[-4.263],[555.55]
[-4.342],[573.18]
[-4.418],[617.06]
[-4.482],[642.44]
[-4.558],[619.44]
[-4.641],[579.21]
[-4.707],[569.95]
[-4.789],[585.93]
[-4.875],[621.12]
[-4.948],[641.86]
[-5.034],[623.87]
[-5.121],[590.48]
[-5.197],[578.94]
[-5.274],[584.43]
[-5.358],[614.94]
[-5.435],[644.53]
[-5.52],[637.61]
[-5.602],[601.57]
[-5.682],[581.47]
[-5.774],[582.87]
[-5.849],[611.14]
[-5.929],[642.5]
[-6.004],[640.53]
[-6.083],[610.52]
[-6.167],[586.44]
[-6.242],[582.59]
[-6.324],[604.32]
[-6.404],[643.33]
[-6.495],[650.43]
[-6.575],[618.34]
[-6.663],[585.48]
[-6.742],[583.87]
[-6.831],[602.63]
[-6.911],[636.17]
[-6.992],[647.67]
[-7.08],[623.37]
[-7.16],[591.86]
[-7.235],[585.85]
[-7.313],[596.15]
[-7.391],[630.02]
[-7.468],[646.44]
[-7.553],[626.23]
[-7.629],[590.32]
[-7.715],[583.53]
[-7.793],[591.79]
[-7.876],[620.05]
[-7.961],[639.64]
[-8.055],[632.02]
[-8.136],[598.57]
[-8.221],[583.49]
[-8.299],[581.93]
[-8.385],[604.17]
[-8.465],[634.25]
[-8.538],[636.13]
[-8.609],[606.31]
[-8.693],[580.68]
[-8.772],[577.55]
[-8.862],[596.99]
[-8.94],[627.81]
[-9.024],[635.15]
[-9.119],[608.01]
[-9.182],[577.61]
[-9.268],[573.25]
[-9.342],[587.78]
[-9.43],[619.49]
[-9.503],[636.54]
[-9.591],[617.38]
[-9.677],[581.3]
[-9.755],[573.19]
[-9.841],[583.59]
[-9.915],[610.31]
[-10.003],[634.14]
[-10.078],[627.04]
[-10.152],[591.84]
[-10.237],[575.04]
[-10.315],[577.84]
[-10.393],[599.94]
[-10.483],[629.88]
[-10.576],[637.89]
[-10.652],[607.12]
[-10.74],[576.91]
[-10.819],[572.84]
[-10.889],[588.57]
[-10.969],[621.63]
[-11.044],[632.72]
[-11.129],[607.5]
[-11.205],[577.19]
[-11.295],[571.28]
[-11.367],[580.12]
[-11.449],[608.35]
[-11.534],[627.14]
[-11.613],[615.31]
[-11.69],[584.27]
[-11.757],[569.04]
[-11.845],[571.68]
[-11.924],[595.16]
[-12.006],[622.44]
[-12.092],[625.34]
[-12.174],[594.57]
[-12.26],[568.17]
[-12.336],[561.66]
[-12.417],[577.73]
[-12.497],[610.68]
[-12.567],[627.66]
[-12.642],[602.43]
[-12.716],[569.03]
[-12.776],[562.33]
[-12.807],[571.21]
[-12.829],[602.31]
[-12.814],[622.89]
[-12.786],[605.72]
[-12.737],[575.4]
[-12.674],[565.56]
[-12.61],[570.25]
[-12.553],[589.77]
[-12.491],[611.39]
[-12.427],[616.34]
[-12.346],[591.88]
[-12.279],[566.06]
[-12.199],[561.01]
[-12.111],[577.75]
[-12.029],[614.03]
[-11.94],[630.35]
[-11.861],[605.46]
[-11.769],[567.38]
[-11.683],[554.53]
[-11.591],[569.69]
[-11.499],[608.45]
[-11.407],[628.64]
[-11.317],[609.09]
[-11.222],[574.6]
[-11.136],[563.47]
[-11.048],[572.15]
[-10.964],[598.74]
[-10.882],[620.4]
[-10.801],[616.34]
[-10.715],[589.97]
[-10.632],[572.49]
[-10.538],[570.74]
[-10.449],[586.86]
[-10.367],[616.24]
[-10.281],[628.42]
[-10.192],[603.77]
[-10.111],[573.8]
[-10.038],[567.31]
[-9.956],[580.38]
[-9.882],[617.52]
[-9.796],[632.7]
[-9.718],[611.72]
[-9.633],[577.24]
[-9.559],[569.]
[-9.48],[582.1]
[-9.401],[612.07]
[-9.323],[631.46]
[-9.249],[621.03]
[-9.166],[589.83]
[-9.094],[576.92]
[-9.008],[578.61]
[-8.93],[598.1]
[-8.84],[628.03]
[-8.759],[633.02]
[-8.685],[608.62]
[-8.61],[584.3]
[-8.53],[579.25]
[-8.457],[595.11]
[-8.382],[628.22]
[-8.31],[638.18]
[-8.233],[610.18]
[-8.151],[577.9]
[-8.075],[572.15]
[-7.993],[592.2]
[-7.914],[627.33]
[-7.835],[640.23]
[-7.755],[616.72]
[-7.683],[583.58]
[-7.601],[580.31]
[-7.525],[591.3]
[-7.439],[616.88]
[-7.351],[632.88]
[-7.278],[625.5]
[-7.197],[598.94]
[-7.123],[585.07]
[-7.046],[582.99]
[-6.967],[604.36]
[-6.881],[631.47]
[-6.802],[635.]
[-6.717],[605.11]
[-6.622],[577.96]
[-6.534],[575.03]
[-6.448],[596.7]
[-6.362],[631.55]
[-6.29],[638.81]
[-6.205],[608.14]
[-6.124],[576.57]
[-6.058],[574.32]
[-5.97],[592.95]
[-5.891],[626.75]
[-5.812],[632.81]
[-5.726],[606.37]
[-5.64],[578.73]
[-5.553],[575.48]
[-5.47],[584.71]
[-5.384],[607.98]
[-5.314],[624.83]
[-5.226],[614.95]
[-5.141],[587.87]
[-5.064],[570.71]
[-4.986],[565.81]
[-4.896],[586.56]
[-4.821],[616.3]
[-4.741],[618.43]
[-4.659],[585.9]
[-4.586],[556.04]
[-4.518],[549.03]
[-4.442],[573.06]
[-4.364],[609.31]
[-4.283],[611.02]
[-4.204],[572.88]
[-4.106],[539.96]
[-4.02],[539.81]
[-3.922],[559.86]
[-3.84],[588.52]
[-3.755],[591.72]
[-3.678],[565.14]
[-3.615],[537.69]
[-3.542],[530.54]
[-3.466],[535.97]
[-3.396],[555.32]
[-3.314],[568.95]
[-3.222],[556.82]
[-3.144],[526.97]
[-3.058],[507.4]
[-2.975],[499.83]
[-2.89],[516.14]
[-2.814],[538.32]
[-2.735],[538.14]
[-2.653],[507.63]
[-2.57],[473.29]
[-2.494],[461.47]
[-2.413],[477.32]
[-2.33],[501.5]
[-2.259],[498.65]
[-2.175],[465.4]
[-2.106],[434.41]
[-2.03],[423.87]
[-1.95],[432.86]
[-1.876],[443.18]
[-1.789],[438.55]
[-1.7],[414.09]
[-1.614],[391.49]
[-1.533],[376.94]
[-1.453],[367.29]
[-1.377],[367.76]
[-1.295],[370.46]
[-1.221],[358.56]
[-1.142],[337.22]
[-1.06],[312.51]
[-0.985],[293.16]
[-0.899],[289.85]
[-0.817],[294.26]
[-0.731],[288.32]
[-0.651],[263.83]
[-0.576],[231.63]
[-0.497],[208.3]
[-0.424],[202.46]
[-0.339],[207.58]
[-0.26],[192.77]
[-0.175],[160.99]
[-0.086],[130.02]
[-0.012],[112.91]
[0.076],[100.25]
[0.158],[80.77]
[0.231],[57.04]
[0.308],[30.36]
[0.38],[12.6]
[0.46],[-4.53]
[0.548],[-29.36]
[0.633],[-58.44]
[0.706],[-79.37]
[0.794],[-94.92]
[0.879],[-107.64]
[0.957],[-126.29]
[1.042],[-150.96]
[1.121],[-180.43]
[1.2],[-201.54]
[1.283],[-209.79]
[1.362],[-215.43]
[1.449],[-228.17]
[1.533],[-248.41]
[1.626],[-275.24]
[1.694],[-293.43]
[1.782],[-298.74]
[1.868],[-294.37]
[1.937],[-290.59]
[2.023],[-304.89]
[2.096],[-337.24]
[2.185],[-363.71]
[2.269],[-367.68]
[2.349],[-348.28]
[2.431],[-335.24]
[2.508],[-347.07]
[2.593],[-385.42]
[2.665],[-422.38]
[2.753],[-418.13]
[2.834],[-384.45]
[2.919],[-364.78]
[2.997],[-381.84]
[3.086],[-430.15]
[3.174],[-466.17]
[3.251],[-450.78]
[3.336],[-409.44]
[0.066],[33.88]
[0.067],[38.22]
[0.063],[41.57]
[0.072],[41.31]
[0.063],[37.7]
[0.072],[35.33]
[0.069],[35.09]
[0.066],[36.94]
[0.072],[38.2]
[0.067],[38.38]
[0.067],[37.35]
[0.07],[36.69]
[0.061],[34.25]
[0.07],[34.97]
[0.064],[38.48]
[0.069],[40.]
[0.064],[37.55]
[0.072],[34.75]
[0.063],[34.13]
[0.07],[35.41]
[0.066],[38.05]
[0.066],[39.61]
[0.067],[38.82]
[0.061],[37.19]
[0.067],[33.67]
[0.066],[33.43]
[0.06],[38.79]
[0.07],[41.92]
[0.07],[38.85]
[0.066],[34.91]
[0.07],[34.29]
[0.058],[35.59]
[0.063],[37.58]
[0.07],[39.86]
[0.064],[38.97]
[0.061],[37.05]
[0.061],[34.87]
[0.069],[33.81]
[0.063],[36.27]
[0.066],[37.93]
[0.07],[39.75]
[0.067],[36.38]
[0.064],[34.]
[0.07],[33.54]
[0.069],[36.16]
